@RELATION repair
@ATTRIBUTE the NUMERIC
@ATTRIBUTE of NUMERIC
@ATTRIBUTE and NUMERIC
@ATTRIBUTE in NUMERIC
@ATTRIBUTE to NUMERIC
@ATTRIBUTE a NUMERIC
@ATTRIBUTE with NUMERIC
@ATTRIBUTE repair NUMERIC
@ATTRIBUTE patients NUMERIC
@ATTRIBUTE was NUMERIC
@ATTRIBUTE for NUMERIC
@ATTRIBUTE were NUMERIC
@ATTRIBUTE is NUMERIC
@ATTRIBUTE at NUMERIC
@ATTRIBUTE or NUMERIC
@ATTRIBUTE by NUMERIC
@ATTRIBUTE after NUMERIC
@ATTRIBUTE from NUMERIC
@ATTRIBUTE an NUMERIC
@ATTRIBUTE that NUMERIC
@ATTRIBUTE on NUMERIC
@ATTRIBUTE as NUMERIC
@ATTRIBUTE had NUMERIC
@ATTRIBUTE these NUMERIC
@ATTRIBUTE be NUMERIC
@ATTRIBUTE are NUMERIC
@ATTRIBUTE this NUMERIC
@ATTRIBUTE we NUMERIC
@ATTRIBUTE cells NUMERIC
@ATTRIBUTE aortic NUMERIC
@ATTRIBUTE no NUMERIC
@ATTRIBUTE p NUMERIC
@ATTRIBUTE three NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE using NUMERIC
@ATTRIBUTE two NUMERIC
@ATTRIBUTE all NUMERIC
@ATTRIBUTE have NUMERIC
@ATTRIBUTE than NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE between NUMERIC
@ATTRIBUTE group NUMERIC
@ATTRIBUTE been NUMERIC
@ATTRIBUTE not NUMERIC
@ATTRIBUTE both NUMERIC
@ATTRIBUTE one NUMERIC
@ATTRIBUTE four NUMERIC
@ATTRIBUTE nerve NUMERIC
@ATTRIBUTE ventricular NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE results NUMERIC
@ATTRIBUTE type NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE tissue NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE significant NUMERIC
@ATTRIBUTE beta NUMERIC
@ATTRIBUTE valve NUMERIC
@ATTRIBUTE cell NUMERIC
@ATTRIBUTE during NUMERIC
@ATTRIBUTE performed NUMERIC
@ATTRIBUTE up NUMERIC
@ATTRIBUTE underwent NUMERIC
@ATTRIBUTE which NUMERIC
@ATTRIBUTE hernia NUMERIC
@ATTRIBUTE significantly NUMERIC
@ATTRIBUTE also NUMERIC
@ATTRIBUTE surgical NUMERIC
@ATTRIBUTE has NUMERIC
@ATTRIBUTE pulmonary NUMERIC
@ATTRIBUTE years NUMERIC
@ATTRIBUTE other NUMERIC
@ATTRIBUTE ii NUMERIC
@ATTRIBUTE most NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE it NUMERIC
@ATTRIBUTE follow NUMERIC
@ATTRIBUTE months NUMERIC
@ATTRIBUTE there NUMERIC
@ATTRIBUTE their NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE defect NUMERIC
@ATTRIBUTE more NUMERIC
@ATTRIBUTE growth NUMERIC
@ATTRIBUTE technique NUMERIC
@ATTRIBUTE patient NUMERIC
@ATTRIBUTE used NUMERIC
@ATTRIBUTE compared NUMERIC
@ATTRIBUTE late NUMERIC
@ATTRIBUTE can NUMERIC
@ATTRIBUTE rate NUMERIC
@ATTRIBUTE arthroscopic NUMERIC
@ATTRIBUTE associated NUMERIC
@ATTRIBUTE mitral NUMERIC
@ATTRIBUTE n NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE capillary NUMERIC
@ATTRIBUTE cases NUMERIC
@ATTRIBUTE our NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE complications NUMERIC
@ATTRIBUTE total NUMERIC
@ATTRIBUTE replacement NUMERIC
@ATTRIBUTE method NUMERIC
@ATTRIBUTE open NUMERIC
@ATTRIBUTE average NUMERIC
@ATTRIBUTE function NUMERIC
@ATTRIBUTE new NUMERIC
@ATTRIBUTE shoulder NUMERIC
@ATTRIBUTE defects NUMERIC
@ATTRIBUTE septal NUMERIC
@ATTRIBUTE postoperative NUMERIC
@ATTRIBUTE may NUMERIC
@ATTRIBUTE who NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE groups NUMERIC
@ATTRIBUTE muscle NUMERIC
@ATTRIBUTE right NUMERIC
@ATTRIBUTE renal NUMERIC
@ATTRIBUTE endothelial NUMERIC
@ATTRIBUTE free NUMERIC
@ATTRIBUTE study NUMERIC
@ATTRIBUTE each NUMERIC
@ATTRIBUTE use NUMERIC
@ATTRIBUTE bladder NUMERIC
@ATTRIBUTE mortality NUMERIC
@ATTRIBUTE five NUMERIC
@ATTRIBUTE risk NUMERIC
@ATTRIBUTE primary NUMERIC
@ATTRIBUTE glomerular NUMERIC
@ATTRIBUTE early NUMERIC
@ATTRIBUTE surgery NUMERIC
@ATTRIBUTE normal NUMERIC
@ATTRIBUTE tricuspid NUMERIC
@ATTRIBUTE without NUMERIC
@ATTRIBUTE incidence NUMERIC
@ATTRIBUTE d NUMERIC
@ATTRIBUTE dose NUMERIC
@ATTRIBUTE day NUMERIC
@ATTRIBUTE satellite NUMERIC
@ATTRIBUTE increased NUMERIC
@ATTRIBUTE injury NUMERIC
@ATTRIBUTE tgf NUMERIC
@ATTRIBUTE artery NUMERIC
@ATTRIBUTE outcome NUMERIC
@ATTRIBUTE initial NUMERIC
@ATTRIBUTE less NUMERIC
@ATTRIBUTE weeks NUMERIC
@ATTRIBUTE blood NUMERIC
@ATTRIBUTE found NUMERIC
@ATTRIBUTE repaired NUMERIC
@ATTRIBUTE treated NUMERIC
@ATTRIBUTE present NUMERIC
@ATTRIBUTE suture NUMERIC
@ATTRIBUTE values NUMERIC
@ATTRIBUTE into NUMERIC
@ATTRIBUTE recovery NUMERIC
@ATTRIBUTE but NUMERIC
@ATTRIBUTE those NUMERIC
@ATTRIBUTE treatment NUMERIC
@ATTRIBUTE binding NUMERIC
@ATTRIBUTE lesions NUMERIC
@ATTRIBUTE spinal NUMERIC
@ATTRIBUTE collagen NUMERIC
@ATTRIBUTE traumatic NUMERIC
@ATTRIBUTE recurrence NUMERIC
@ATTRIBUTE similar NUMERIC
@ATTRIBUTE because NUMERIC
@ATTRIBUTE aneurysm NUMERIC
@ATTRIBUTE failure NUMERIC
@ATTRIBUTE different NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE hospital NUMERIC
@ATTRIBUTE aorta NUMERIC
@ATTRIBUTE inflammatory NUMERIC
@ATTRIBUTE six NUMERIC
@ATTRIBUTE showed NUMERIC
@ATTRIBUTE arteries NUMERIC
@ATTRIBUTE regurgitation NUMERIC
@ATTRIBUTE left NUMERIC
@ATTRIBUTE pain NUMERIC
@ATTRIBUTE recurrent NUMERIC
@ATTRIBUTE vascular NUMERIC
@ATTRIBUTE control NUMERIC
@ATTRIBUTE pressure NUMERIC
@ATTRIBUTE response NUMERIC
@ATTRIBUTE following NUMERIC
@ATTRIBUTE 30 NUMERIC
@ATTRIBUTE consecutive NUMERIC
@ATTRIBUTE soft NUMERIC
@ATTRIBUTE specific NUMERIC
@ATTRIBUTE clinical NUMERIC
@ATTRIBUTE series NUMERIC
@ATTRIBUTE membrane NUMERIC
@ATTRIBUTE before NUMERIC
@ATTRIBUTE residual NUMERIC
@ATTRIBUTE i NUMERIC
@ATTRIBUTE such NUMERIC
@ATTRIBUTE cardiac NUMERIC
@ATTRIBUTE congenital NUMERIC
@ATTRIBUTE anterior NUMERIC
@ATTRIBUTE collateral NUMERIC
@ATTRIBUTE preoperative NUMERIC
@ATTRIBUTE adult NUMERIC
@ATTRIBUTE occurred NUMERIC
@ATTRIBUTE differences NUMERIC
@ATTRIBUTE survival NUMERIC
@ATTRIBUTE lip NUMERIC
@ATTRIBUTE direct NUMERIC
@ATTRIBUTE tears NUMERIC
@ATTRIBUTE analysis NUMERIC
@ATTRIBUTE s NUMERIC
@ATTRIBUTE levels NUMERIC
@ATTRIBUTE factor NUMERIC
@ATTRIBUTE cord NUMERIC
@ATTRIBUTE post NUMERIC
@ATTRIBUTE greater NUMERIC
@ATTRIBUTE demonstrated NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE well NUMERIC
@ATTRIBUTE culture NUMERIC
@ATTRIBUTE esmolol NUMERIC
@ATTRIBUTE standard NUMERIC
@ATTRIBUTE coarctation NUMERIC
@ATTRIBUTE operation NUMERIC
@ATTRIBUTE effect NUMERIC
@ATTRIBUTE successful NUMERIC
@ATTRIBUTE presence NUMERIC
@ATTRIBUTE children NUMERIC
@ATTRIBUTE conventional NUMERIC
@ATTRIBUTE human NUMERIC
@ATTRIBUTE acute NUMERIC
@ATTRIBUTE systolic NUMERIC
@ATTRIBUTE among NUMERIC
@ATTRIBUTE pcl NUMERIC
@ATTRIBUTE when NUMERIC
@ATTRIBUTE short NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE procedure NUMERIC
@ATTRIBUTE inguinal NUMERIC
@ATTRIBUTE motor NUMERIC
@ATTRIBUTE simple NUMERIC
@ATTRIBUTE repairs NUMERIC
@ATTRIBUTE isolated NUMERIC
@ATTRIBUTE distal NUMERIC
@ATTRIBUTE lower NUMERIC
@ATTRIBUTE improved NUMERIC
@ATTRIBUTE mesh NUMERIC
@ATTRIBUTE Sense {M1,M2,None}
@DATA
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9514224
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9692490
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9647502
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9741524
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9538313
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9518198
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9725421
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9616902
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9728167
1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9616851
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9300561
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9576226
1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9665525
0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9737457
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9436246
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9387111
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9699767
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9435591
